Player,Team,Positions,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,2026 proj Pts,Pts/ip,2025 proj pts,Diff,Rotation Rank,sp z,ADP,DIff,Frozen,35.99704685,,,
Osvaldo Bido,NYY,"SP,RP",20.8,19,1,0,4.66,1.39,11,20,9,3,15,0,1,0,0,0,,0,23,-4.022378574,230,461,,,,,
Alex Carrillo,NYM,RP,22.4,25,1,0,4.34,1.37,11,19,11,3,21,0,2,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Paul Gervase,LAD,RP,26.5,28,2,0,4.56,1.39,13,24,13,4,26,0,2,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Wikelman Gonzalez,CWS,"SP,RP",43.4,42,2,0,4.68,1.5,23,39,26,5,39,0,3,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
David Sandlin,CWS,"SP,RP",17.9,15,1,0,4.46,1.32,9,18,6,3,18,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Keegan Thompson,COL,RP,46.7,46,2,0,4.76,1.43,25,46,20,7,42,0,3,0,0,0,,0,18,-4.022378574,#N/A,#N/A,,,,,
Joey Gerber,NYM,"SP,RP",16.1,16,1,0,4.54,1.32,8,15,6,2,14,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Mitch Spence,KC,"SP,RP",26,21,1,0,4.56,1.36,13,28,8,4,21,1,1,0,0,0,,0,21,-4.022378574,262,436,,,,,
AJ Smith-Shawver,ATL,SP,9.9,10,0,0,4.08,1.3,4,9,4,1,7,1,0,0,0,0,,0,29,-4.022378574,231,468,,,,,
Chris Roycroft,STL,RP,40.4,32,2,0,4.4,1.46,20,40,19,4,38,0,2,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Mason Barnett,ATH,SP,28,24,1,0,4.81,1.43,15,28,12,4,17,3,1,0,0,0,,0,20,-4.022378574,#N/A,#N/A,,,,,
Tyler Samaniego,BOS,RP,26.8,22,2,0,4.39,1.42,13,27,11,3,26,0,2,0,0,0,,0,21,-4.022378574,#N/A,#N/A,,,,,
Derek Law,ARI,RP,21.4,18,1,0,4.26,1.36,10,21,8,2,21,0,1,0,0,0,,0,26,-4.022378574,225,478,,,,,
Colin Poche,,RP,18.3,17,1,0,4.72,1.41,10,17,9,3,20,0,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Cameron Foster,BAL,RP,26.7,23,2,0,4.57,1.39,14,27,11,4,26,0,2,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Alek Jacob,SD,RP,33.5,30,1,0,4.81,1.42,18,33,15,5,31,0,2,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Cody Laweryson,MIN,RP,22.2,19,1,0,4.22,1.34,10,22,8,2,20,0,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Josh Walker,BAL,RP,28.6,31,2,0,4.88,1.47,16,27,16,5,26,0,2,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Cade Winquest,NYY,SP,30.4,24,1,0,4.81,1.4,16,31,12,4,28,0,2,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Nick Burdi,NYM,RP,13.4,16,1,0,3.65,1.32,5,10,7,1,14,0,0,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Kolby Allard,CLE,"SP,RP",20.9,16,1,0,4.56,1.38,11,22,7,3,19,0,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Joe Rock,TB,"SP,RP",19,15,1,0,4.4,1.36,9,20,6,3,11,2,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Tyson Neighbors,BAL,RP,17.3,17,1,0,4.23,1.33,8,15,8,2,17,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Spencer Miles,TOR,SP,14.6,14,1,0,4.14,1.35,7,14,6,2,14,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Alan Rangel,PHI,"SP,RP",22.9,19,1,0,4.79,1.35,12,23,8,4,13,2,1,0,0,0,,0,21,-4.022378574,#N/A,#N/A,,,,,
Tate Kuehner,MIL,SP,11.4,10,1,0,4.35,1.41,5,10,6,1,11,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Mason Black,KC,"SP,RP",52.3,43,3,0,4.91,1.45,29,53,22,8,32,3,3,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Taylor Rashi,ARI,RP,20.5,20,1,0,4.45,1.49,10,19,11,2,12,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Konnor Pilkington,DET,RP,18.2,19,1,0,4.38,1.46,9,16,11,2,19,0,1,0,0,0,,0,21,-4.022378574,#N/A,#N/A,,,,,
Drew Smith,WSH,RP,27.2,27,1,0,4.48,1.34,14,25,12,4,28,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Duncan Davitt,CWS,SP,19.8,15,1,0,4.59,1.34,10,21,6,3,18,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Jonathan Pintaro,NYM,"SP,RP",25,24,1,0,4.07,1.36,11,23,11,3,21,2,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Ryan Harbin,PIT,RP,24.4,23,1,0,4.6,1.54,12,23,14,3,24,0,1,0,0,0,,0,19,-4.022378574,#N/A,#N/A,,,,,
Kaleb Ort,LAA,RP,33.8,35,2,0,4.7,1.41,18,30,17,5,33,0,2,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Ryan Burr,,"SP,RP",11,16,1,0,3.68,1.23,5,9,5,1,12,0,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Kevin Herget,NYM,RP,9.4,8,1,0,4.14,1.22,4,9,3,1,6,0,0,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Rafael Montero,NYY,RP,30.3,29,1,0,4.49,1.4,15,27,15,4,31,0,2,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Carlos Hernandez,CLE,RP,20.6,21,1,0,4.36,1.36,10,19,9,3,20,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Miguel Castro,LAA,RP,12.2,10,1,0,4.65,1.38,6,11,6,2,13,0,0,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Codi Heuer,CLE,RP,13.4,14,1,0,3.83,1.29,6,12,5,2,11,0,0,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Michael Grove,,RP,16.4,18,1,0,3.85,1.22,7,15,5,2,12,1,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Jose Espada,BAL,RP,17,19,1,0,4.47,1.36,8,15,8,2,15,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
John Rooney,TB,RP,17.5,21,1,0,3.85,1.37,8,14,11,2,13,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Austin Peterson,CLE,SP,30.3,22,1,0,4.66,1.31,16,32,8,5,16,3,2,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Josh Winckowski,TOR,RP,18.1,16,1,0,3.73,1.27,8,18,6,2,12,1,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Ty Madden,DET,RP,21.2,19,1,0,4.59,1.38,11,21,9,3,13,2,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Francis Pena,SD,RP,9,7,1,0,4.44,1.46,4,9,4,1,9,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Michael Petersen,MIA,RP,27.8,27,1,0,4.47,1.35,14,27,11,4,27,0,1,0,0,0,,0,20,-4.022378574,#N/A,#N/A,,,,,
Tayler Saucedo,LAA,RP,24,22,1,0,4.32,1.43,12,23,11,3,25,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Sauryn Lao,,RP,7.2,6,0,0,3.94,1.29,3,7,3,1,5,0,0,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Ronan Kopp,LAD,"SP,RP",16.4,18,1,0,4.3,1.47,8,14,10,2,16,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Angel Chivilli,NYY,RP,28.1,25,1,0,4.55,1.36,14,28,10,4,26,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
A.J. Causey,ATH,RP,12.1,10,1,0,4.41,1.38,6,12,5,2,12,0,1,0,0,0,,0,21,-4.022378574,#N/A,#N/A,,,,,
Shawn Dubin,ARI,RP,16.9,16,1,0,4.18,1.39,8,16,7,2,14,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Drew Sommers,DET,RP,20.5,18,1,0,3.92,1.36,9,20,8,2,21,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Roansy Contreras,,"SP,RP",32.9,24,2,0,4.92,1.46,18,35,14,6,22,1,2,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Henry Baez,ATH,SP,13.2,10,1,0,4.33,1.4,6,13,5,1,11,0,0,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Jose Franco,CIN,"SP,RP",15.7,15,1,0,4.84,1.41,8,15,7,2,15,0,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Lou Trivino,PHI,RP,20.9,18,1,0,4.59,1.4,11,20,9,3,21,0,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Jake Bennett,BOS,SP,19.9,15,1,0,4.58,1.38,10,21,7,2,18,0,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Zak Kent,MIN,RP,25.6,25,1,0,4.25,1.39,12,24,12,3,23,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Jorge Alcala,TOR,RP,23.3,24,1,0,4.8,1.35,12,22,10,4,22,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Adam Macko,TOR,"SP,RP",14.8,13,1,0,4.52,1.39,7,14,6,2,12,1,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Dugan Darnell,DET,RP,9.2,10,1,0,4.42,1.42,5,8,5,1,8,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Jackson Wolf,SD,SP,6.6,6,0,0,4.32,1.32,3,6,2,1,5,0,0,0,0,0,,0,29,-4.022378574,#N/A,#N/A,,,,,
Marc Church,TEX,RP,24.7,23,1,0,5,1.59,14,24,16,3,24,0,2,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Collin Snider,CHC,RP,11.9,10,1,0,4.54,1.36,6,12,4,2,12,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Chen Zhong-Ao Zhuang,ATH,SP,7.8,6,0,0,4.63,1.25,4,8,2,1,8,0,0,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Wilber Dotel,PIT,SP,13.4,11,1,0,4.66,1.4,7,13,5,2,12,0,1,0,0,0,,0,20,-4.022378574,#N/A,#N/A,,,,,
Dax Fulton,MIA,SP,22.2,19,1,0,4.45,1.47,11,22,11,2,17,1,1,0,0,0,,0,21,-4.022378574,#N/A,#N/A,,,,,
Jayden Murray,HOU,RP,30.5,26,1,0,4.49,1.39,15,29,13,4,29,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Packy Naughton,STL,"SP,RP",14,13,1,0,4.27,1.37,7,14,5,2,14,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Eli Morgan,KC,RP,28.1,24,1,0,4.67,1.36,15,28,10,4,26,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Bryce Montes de Oca,WSH,RP,6,7,0,0,4.27,1.45,3,5,3,1,6,0,0,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Garrett Acton,MIA,RP,19.8,19,1,0,4.55,1.36,10,18,9,3,20,0,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
K.C. Hunt,MIL,SP,6.2,5,0,0,4.3,1.31,3,6,2,1,6,0,0,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Daniel Robert,PHI,RP,8,9,0,0,4.25,1.3,4,7,3,1,9,0,0,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Welinton Herrera,COL,RP,24.7,24,1,0,4.44,1.43,12,24,11,3,24,0,2,0,0,0,,0,19,-4.022378574,#N/A,#N/A,,,,,
Nolan Hoffman,PHI,"SP,RP",15.7,15,1,0,4.46,1.43,8,15,7,2,16,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Yilber Diaz,ARI,RP,23.5,23,1,1,4.68,1.5,12,22,13,3,21,0,1,0,0,0,,0,29,-4.022378574,,770,,,,,
Joe Ross,ARI,RP,17.2,14,1,0,4.5,1.4,9,18,7,2,15,1,1,0,0,0,,0,30,-4.022378574,#N/A,#N/A,,,,,
Tyler Mattison,DET,RP,13,12,1,0,4.74,1.56,7,12,8,2,13,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Prelander Berroa,CWS,RP,28.7,30,1,0,4.6,1.5,15,26,17,4,28,0,2,0,0,0,,0,27,-4.022378574,,773,,,,,
Tom Cosgrove,HOU,RP,13.8,13,1,0,4.69,1.42,7,13,7,2,14,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Sam Benschoter,CIN,RP,14.6,11,1,0,4.7,1.41,8,15,5,2,13,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Easton Lucas,,"SP,RP",21.4,20,1,0,4.2,1.4,10,20,10,3,12,1,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Joey Estes,ATH,SP,30.8,23,1,0,4.89,1.3,17,32,8,6,25,1,2,0,0,0,,0,24,-4.022378574,,777,,,,,
Corbin Martin,CHC,RP,9.8,9,1,0,4.6,1.45,5,9,5,1,10,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Kyle Wright,CHC,SP,28.9,25,2,0,4.67,1.42,15,29,12,4,11,3,2,0,0,0,,0,25,-4.022378574,272,507,,,,,
Cole Wilcox,SEA,RP,21.9,17,1,0,4.37,1.36,11,22,8,3,21,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Tucker Davidson,PHI,RP,7.3,6,0,0,4.45,1.38,4,7,3,1,7,0,0,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Joe La Sorsa,PIT,RP,16.7,12,1,0,4.4,1.41,8,17,6,2,15,0,1,0,0,0,,0,21,-4.022378574,#N/A,#N/A,,,,,
Christian Roa,HOU,RP,20,19,1,0,4.51,1.41,10,18,10,3,19,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Eric Cerantola,KC,RP,14.4,15,1,0,4.47,1.47,7,13,8,2,14,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Lyon Richardson,CIN,RP,28.5,24,1,0,4.64,1.5,15,28,15,3,25,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Dale Stanavich,MIA,RP,6.7,6,0,0,4.63,1.58,3,7,4,1,7,0,0,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Robert Stock,NYM,"SP,RP",19,21,1,0,4.27,1.45,9,17,11,3,13,1,1,0,0,0,,0,29,-4.022378574,#N/A,#N/A,,,,,
Dom Hamel,NYY,"SP,RP",20.3,19,1,0,4.69,1.4,11,20,9,3,20,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Andrew Sears,DET,SP,6,5,0,0,4.36,1.37,3,6,2,1,6,0,0,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Cionel Perez,WSH,RP,54.2,46,2,1,4.37,1.49,26,52,28,5,54,0,2,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Chris Devenski,PIT,RP,19.1,16,1,0,4.5,1.33,10,19,6,3,18,0,1,0,0,0,,0,22,-4.022378574,#N/A,#N/A,,,,,
Randy Dobnak,SEA,RP,11.8,9,1,0,4.47,1.42,6,12,5,1,9,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Orlando Ribalta,WSH,RP,42,39,2,0,4.81,1.48,22,41,21,6,41,0,2,0,0,0,,0,29,-4.022378574,#N/A,#N/A,,,,,
Gavin Hollowell,CHC,RP,23.5,24,1,0,4.43,1.4,12,21,12,3,22,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Juan Burgos,ARI,RP,25.7,21,1,0,4.44,1.43,13,25,11,3,26,0,1,0,0,0,,0,31,-4.022378574,#N/A,#N/A,,,,,
Ryder Ryan,LAD,RP,9.3,7,0,0,4.71,1.44,5,10,4,1,9,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Seth Martinez,BOS,RP,14.9,13,1,0,4.56,1.37,8,15,6,2,15,0,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Scott Effross,DET,RP,15.8,11,1,0,4.43,1.4,8,17,5,1,16,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Alex Hoppe,SEA,RP,18.1,17,1,0,4.3,1.45,9,17,9,2,18,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Guillo Zuniga,SEA,RP,7.3,6,0,0,4.47,1.39,4,7,3,1,7,0,0,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Jake Bloss,TOR,SP,11,9,0,0,4.58,1.39,6,11,4,2,9,0,0,0,0,0,,0,27,-4.022378574,,801,,,,,
Austin Love,STL,SP,22.9,20,1,0,4.64,1.43,12,23,10,3,23,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Kyle Keller,BOS,RP,21.8,21,1,0,4.96,1.45,12,21,11,3,21,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Nabil Crismatt,TEX,"SP,RP",21.5,17,1,0,5.24,1.47,13,24,8,5,11,1,1,0,0,0,,0,29,-4.022378574,#N/A,#N/A,,,,,
Julian Aguiar,CIN,SP,32.2,24,1,0,4.85,1.36,17,34,10,5,24,2,2,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Carson Fulmer,PIT,"SP,RP",18.8,16,1,0,4.32,1.47,9,19,9,2,10,1,1,0,0,0,,0,23,-4.022378574,#N/A,#N/A,,,,,
Dylan Coleman,NYY,RP,9,9,0,0,4.89,1.7,5,8,8,1,10,0,0,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Landon Knack,LAD,SP,20.9,19,1,0,4.99,1.4,12,21,9,4,12,2,1,0,0,0,,0,27,-4.022378574,243,565,,,,,
Josh Fleming,TOR,"SP,RP",18.5,10,1,0,4.62,1.44,10,20,7,2,11,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Alex Faedo,,"SP,RP",14.3,15,1,0,4.1,1.3,7,13,6,2,8,1,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Scott Blewett,STL,RP,22.7,17,1,0,4.82,1.43,12,24,9,3,20,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Ixan Henderson,STL,SP,14,12,1,0,3.85,1.35,6,12,7,1,12,1,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Blake Walston,ARI,RP,10,9,1,0,4.96,1.49,6,10,5,1,5,1,1,0,0,0,,0,32,-4.022378574,#N/A,#N/A,,,,,
Jake Eder,WSH,RP,17.7,14,1,0,4.78,1.43,9,18,7,3,15,0,1,0,0,0,,0,30,-4.022378574,#N/A,#N/A,,,,,
Marco Raya,MIN,"SP,RP",21.9,19,1,0,4.68,1.48,11,22,11,3,22,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Scott McGough,,RP,27.7,25,1,0,4.84,1.42,15,27,12,4,26,0,2,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Jeff Criswell,COL,RP,13.1,13,1,0,4.84,1.46,7,14,6,2,12,0,1,0,0,0,,0,20,-4.022378574,#N/A,#N/A,,,,,
Tayler Scott,ATL,RP,17.1,16,1,0,4.71,1.5,9,17,9,2,17,0,1,0,0,0,,0,30,-4.022378574,#N/A,#N/A,,,,,
Jayvien Sandridge,LAA,RP,22.1,25,1,0,4.64,1.53,11,20,14,3,23,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Josh Staumont,CIN,RP,11.3,11,1,0,4.75,1.46,6,10,6,1,11,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Ryan Loutos,SEA,RP,20.5,18,1,0,4.52,1.42,10,20,9,3,21,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Tyson Miller,CWS,RP,17.9,15,1,0,5.02,1.48,10,18,9,3,17,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Nick Anderson,ATH,RP,33.2,30,1,0,4.64,1.4,17,33,13,5,33,0,2,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Genesis Cabrera,PHI,RP,20.4,19,1,0,4.68,1.4,11,20,9,3,20,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Jack Neely,CHC,RP,18.1,19,1,0,4.6,1.46,9,16,10,2,18,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Josh Ekness,MIA,RP,16.7,15,1,0,4.5,1.43,8,16,8,2,16,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Doug Nikhazy,CLE,"SP,RP",31.7,28,2,0,4.77,1.47,17,31,15,5,23,2,2,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Bryce Jarvis,ARI,RP,20.2,15,1,0,5.37,1.63,12,22,11,3,13,0,1,0,0,0,,0,33,-4.022378574,#N/A,#N/A,,,,,
Caleb Boushley,,RP,24.9,19,1,0,4.52,1.41,13,27,9,4,15,1,2,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Logan Gillaspie,SD,RP,20.9,16,1,0,4.65,1.39,11,22,7,3,20,0,1,0,0,0,,0,30,-4.022378574,#N/A,#N/A,,,,,
Blas Castano,SEA,"SP,RP",12,9,0,0,4.53,1.38,6,12,4,2,10,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Enoli Paredes,BAL,RP,9.6,11,1,0,3.75,1.35,4,8,6,1,8,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Tanner Rainey,DET,RP,12.3,12,0,0,4.5,1.42,6,11,7,2,12,0,0,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
T.J. McFarland,,RP,24.6,16,1,0,4.44,1.41,12,27,8,3,28,0,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Logan VanWey,HOU,RP,9.9,10,1,0,5.23,1.67,6,9,7,1,9,0,0,0,0,0,,0,29,-4.022378574,#N/A,#N/A,,,,,
Shinnosuke Ogasawara,WSH,"SP,RP",20.8,14,1,0,4.48,1.37,10,22,7,3,14,0,1,0,0,0,,0,31,-4.022378574,270,566,,,,,
Dillon Tate,,RP,14.5,13,1,0,4.03,1.34,7,13,7,1,13,0,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
William Kempner,MIA,RP,22.5,22,1,0,4.71,1.48,12,21,12,3,22,0,2,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Bryan Sammons,DET,RP,18.6,17,1,0,4.6,1.42,10,18,9,4,4,1,1,0,0,0,,0,29,-4.022378574,#N/A,#N/A,,,,,
Rolddy Munoz,ATL,RP,17.1,16,1,0,4.46,1.48,8,17,9,2,16,0,1,0,0,0,,0,31,-4.022378574,#N/A,#N/A,,,,,
Jaden Woods,PIT,RP,19.3,16,1,0,4.72,1.49,10,19,10,2,19,0,1,0,0,0,,0,24,-4.022378574,#N/A,#N/A,,,,,
Michael Darrell-Hicks,PIT,RP,10,8,0,0,4.79,1.46,5,10,4,1,9,0,0,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Walbert Urena,LAA,SP,17.9,13,1,0,4.96,1.57,10,19,9,2,16,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Jackson Kowar,BAL,RP,22.7,21,1,0,4.81,1.46,12,22,11,3,22,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Cam Booser,TB,RP,18.4,21,1,0,4.51,1.42,9,17,9,3,19,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Vinny Nittoli,BOS,RP,16.6,16,1,0,5.1,1.43,9,17,7,3,13,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Cam Sanders,PIT,RP,37.8,37,2,0,4.66,1.52,20,35,23,5,36,0,2,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
John Brebbia,COL,RP,41.4,40,2,0,5.01,1.41,23,44,15,7,41,0,2,0,0,0,,0,21,-4.022378574,#N/A,#N/A,,,,,
Hunter Strickland,LAA,RP,26.1,20,1,0,4.93,1.44,14,26,12,4,26,0,2,0,0,0,,0,29,-4.022378574,#N/A,#N/A,,,,,
Robinson Pina,,"SP,RP",10.5,9,1,0,4.27,1.28,5,11,3,2,8,1,1,0,0,0,,0,0,-4.022378574,#N/A,#N/A,,,,,
Matt Bowman,MIN,RP,16.4,13,1,0,4.75,1.38,9,17,6,2,14,0,1,0,0,0,,0,25,-4.022378574,#N/A,#N/A,,,,,
Ryan Rolison,CHC,RP,31.6,24,1,0,4.6,1.42,16,33,12,4,29,0,2,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Dan Altavilla,MIN,RP,24.5,20,1,0,4.69,1.48,13,24,12,3,24,0,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
Bryse Wilson,PHI,"SP,RP",27.8,19,1,0,5.03,1.41,16,30,9,5,11,3,2,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Chayce McDermott,BAL,"SP,RP",17.9,18,1,0,4.66,1.48,9,17,10,2,15,1,1,0,0,0,,0,29,-4.022378574,,855,,,,,
Anthony Misiewicz,CIN,RP,10.1,9,1,0,4.91,1.34,6,10,4,2,10,0,1,0,0,0,,0,27,-4.022378574,#N/A,#N/A,,,,,
Joel Hurtado,LAA,SP,7.8,5,0,0,5.3,1.53,5,9,3,1,7,0,1,0,0,0,,0,30,-4.022378574,#N/A,#N/A,,,,,
Seth Johnson,PHI,"SP,RP",19.9,18,1,0,4.75,1.48,11,20,10,3,18,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Brian Van Belle,TB,"SP,RP",11.6,9,1,0,4.26,1.33,6,13,3,2,5,1,1,0,0,0,,0,26,-4.022378574,#N/A,#N/A,,,,,
John Curtiss,ARI,RP,19.6,15,1,0,5.05,1.4,11,21,7,4,18,0,1,0,0,0,,0,34,-4.022378574,#N/A,#N/A,,,,,
Zack Thompson,STL,RP,15.6,15,1,0,4.61,1.47,8,15,8,2,11,1,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Tejay Antone,CIN,"SP,RP",18.5,15,1,0,4.99,1.49,10,19,8,3,18,0,1,0,0,0,,0,28,-4.022378574,#N/A,#N/A,,,,,
Brandon Waddell,NYM,RP,15.4,13,1,0,4.79,1.45,8,16,7,2,6,0,1,0,0,0,,0,30,-4.022378574,#N/A,#N/A,,,,,
